loss_train,accuracy_train,loss_val,accuracy_val
1.9906812805811565,0.24024,1.9198624516105651,0.27238
1.8365687903467813,0.30856,1.7710811056995392,0.33668
1.7663861880747478,0.33730666666666664,1.687178184518814,0.36892
1.71628789642334,0.36034666666666665,1.655400985841751,0.38192
1.6901156442642211,0.37792,1.6104523381900788,0.40796
1.6519224361801148,0.39157333333333333,1.5687222687911988,0.42448
1.6247177651850382,0.40269333333333335,1.5378342848491668,0.43486
1.6070294140625,0.41485333333333335,1.515913886642456,0.44714
1.5857482426579794,0.42192,1.491060591135025,0.45602
1.5678197155125937,0.4311466666666667,1.4769395627975463,0.46698
1.5429239320119221,0.43856,1.4520644675922394,0.47592
1.5336284705988565,0.4475733333333333,1.4465832591819763,0.47826
1.472432302233378,0.46757333333333334,1.3803324551296234,0.50134
1.4464186065419515,0.4799466666666667,1.3599176498699188,0.51176
1.4348004667282104,0.4834133333333333,1.3484735096263885,0.51332
1.4317207196299235,0.4884,1.3454599681091308,0.51878
1.432698810717265,0.4863733333333333,1.3444262093162536,0.5177
1.4155351108678182,0.4955466666666667,1.3314307862091064,0.52426
1.4166983895111085,0.4918133333333333,1.33086591088295,0.52232
1.413946023534139,0.49144,1.3263780312728881,0.52248
1.4068066198348999,0.49536,1.3200924010562898,0.52666
1.4088438093948363,0.4992,1.3208219574069977,0.52976
1.4018519212595622,0.50016,1.3130086263513565,0.53098
1.400533600323995,0.5043466666666667,1.311306354112625,0.53416
1.4033716259384155,0.50144,1.313405799651146,0.5317
1.3952682485961914,0.5010933333333333,1.3080324481773375,0.53228
1.394718002764384,0.5073066666666667,1.3075698080539704,0.53658
1.3918078047943114,0.5034666666666666,1.3084520148468017,0.53362
1.3968541876220704,0.5037333333333334,1.3086190812397003,0.53386
1.388249565518697,0.50664,1.3013233863544464,0.5362
1.3990163756052654,0.5032533333333333,1.3105103866481782,0.5331
1.3934535173924765,0.5056266666666667,1.3045475622940064,0.53572
1.3895859840520224,0.5048266666666666,1.3008082540702819,0.53498
1.3966853878529866,0.5038933333333333,1.3083596998596192,0.53448
1.3932143021265666,0.50184,1.3047498668956756,0.53292
1.3904434853871663,0.5057066666666666,1.3037719397211074,0.53512
1.3981112895584107,0.5039466666666667,1.3083187346553802,0.53452
1.3944658175023397,0.5048266666666666,1.3075123083591462,0.53414
1.3851259320704141,0.5044,1.301511079106331,0.53414
1.3974155980555216,0.5034133333333334,1.3078123236989976,0.53442
1.3871805342992147,0.5036533333333333,1.3003244664955138,0.53388
1.3895992637252808,0.5045066666666667,1.3019493695688247,0.5348
1.3933349128977457,0.5054133333333334,1.3068551762008667,0.53512
1.3924144068018596,0.5034666666666666,1.3045051289510727,0.53382
1.3874314497248332,0.5062933333333334,1.304254118976593,0.53606
1.3864066962432862,0.5072266666666667,1.300554642996788,0.53678
1.3930652440007527,0.5045066666666667,1.306532895679474,0.5344
1.3900081036376952,0.50384,1.3046443765830993,0.53376
1.391780994466146,0.5065066666666667,1.3041520935487747,0.5358
1.3922215242385865,0.4994133333333333,1.304391513171196,0.53094
1.3868604588063558,0.5047733333333333,1.300801382522583,0.53544
1.3917325555801392,0.5041333333333333,1.3047002851486207,0.53464
1.3920871476618448,0.5009066666666666,1.3036835238742828,0.5312
1.3904892311223347,0.5053066666666667,1.3026591617679597,0.5352
1.393950299949646,0.50504,1.305185608754158,0.53516
1.3866123806126913,0.5058133333333333,1.3021439398002626,0.5357
1.39218645333608,0.5018933333333333,1.3069669252586364,0.5325
1.3883381165313722,0.5066933333333333,1.302486670999527,0.53642
1.3919319961675007,0.5041866666666667,1.3049070608520508,0.53424
1.3936795281092327,0.5033866666666666,1.3059907106065751,0.53374
1.3920921474965413,0.5045333333333333,1.3043726792812347,0.53514
1.3881636111577351,0.5031466666666666,1.3011449960756303,0.53368
1.3804572355524698,0.50672,1.2965556831359863,0.5359
1.390315736732483,0.50696,1.3028757775592803,0.53568
1.3905299466451009,0.50616,1.3040841059780122,0.53518
1.391994884783427,0.5044533333333333,1.3036361103439331,0.53432
1.3880171242396038,0.50344,1.3000285522651673,0.53386
1.3885942615127564,0.5040266666666666,1.3019628720760346,0.53472
1.385571203397115,0.5066666666666667,1.3008078982448579,0.53654
1.3909041917800904,0.5053333333333333,1.3031160015058518,0.5356
1.3917367252349853,0.5049066666666666,1.3062345833396911,0.5355
1.392301752649943,0.5011733333333334,1.307655272579193,0.53222
1.3912896116256714,0.5093866666666667,1.3048333639907836,0.53804
1.387758431561788,0.5053333333333333,1.300768895535469,0.53556
1.3905761815261841,0.50208,1.3029070265865326,0.5326
1.390630646235148,0.5044,1.3014612256336213,0.53488
1.3949956496429443,0.5038133333333333,1.3058450879096986,0.53388
1.392560109125773,0.50064,1.3053479701519013,0.53202
1.388971001370748,0.5028533333333334,1.303140320544243,0.53412
1.389707112871806,0.50384,1.3031666609430312,0.53402
1.3928935433705647,0.5012533333333333,1.3072797405385972,0.5309
1.3858809095128377,0.5033866666666666,1.2998593603038788,0.53386
1.3880869404347738,0.50176,1.3003234389305114,0.53244
1.38813700785319,0.5052266666666667,1.3022011152362825,0.53494
1.3950334531275432,0.5012266666666667,1.3077075345373155,0.53202
1.390489086596171,0.5056266666666667,1.3031016167831422,0.5349
1.3859672654596964,0.50584,1.299414715461731,0.53576
1.3920718473943074,0.50016,1.3035052243804932,0.53152
1.3869101450475056,0.50352,1.3021540368652345,0.53358
1.3961076149876912,0.5058933333333333,1.3080748686218262,0.53624
1.3960528943888346,0.5021866666666667,1.3091060352420807,0.5328
1.3884696169916788,0.5031733333333334,1.3002580971622466,0.53378
1.3863464242935182,0.5057066666666666,1.3013716640090942,0.53562
1.385866312344869,0.5048533333333334,1.299611154985428,0.53468
1.3895003245162965,0.5042666666666666,1.3034811663246155,0.5341
1.3923205909347534,0.5054933333333334,1.303753003091812,0.5353
1.3870376706059773,0.504,1.3016968994617462,0.53446
1.3844455576960246,0.50632,1.2990223252534867,0.5363
1.38497888130188,0.50904,1.2992701482105256,0.53852
1.3917601276524862,0.5044,1.303698353691101,0.5341
1.3887956419754028,0.5057066666666666,1.3021943675231933,0.5358
1.3887045424016318,0.5027466666666667,1.3032269120073319,0.5329
1.3880308915583293,0.5063466666666666,1.3000744634914398,0.53582
1.3883362109375,0.5039733333333334,1.3002800921154023,0.53496
1.3905883855692545,0.5038666666666667,1.3053799308490752,0.5344
1.3895769430160523,0.50312,1.3042260393667222,0.53374
1.3895035327402752,0.50536,1.303086109161377,0.53528
1.3884695994822185,0.5031466666666666,1.3023338369750976,0.53326
1.38218346089681,0.5080266666666666,1.2964221801757811,0.53694
1.391944042561849,0.4988533333333333,1.3026726759672165,0.53046
1.3980762930170696,0.5021333333333333,1.3072767679452897,0.53238
1.3864350136184693,0.50264,1.2993432598495482,0.5333
1.3895400505956015,0.5062933333333334,1.3031196627140045,0.53648
1.3890176994450887,0.5073866666666667,1.3021578835201264,0.5367
1.3906794738769532,0.5048266666666666,1.3030094499492646,0.53542
1.3925605278396607,0.5005333333333334,1.3037857067871095,0.53142
1.3851261495335896,0.5083733333333333,1.299485765452385,0.5367
1.388704990603129,0.5014933333333333,1.3018049211788179,0.53304
1.3904722854359945,0.5026133333333334,1.3031071381902695,0.53332
1.3927703618621827,0.5021866666666667,1.3076409571933747,0.53204
